iter	Accuracy	Logloss
885	0.9583447771	0.139560989
886	0.9583447771	0.1395569293
887	0.9583447771	0.1395569046
888	0.9583447771	0.1395553248
889	0.9583447771	0.1395544963
890	0.9583752937	0.1395308148
891	0.9583752937	0.1395306667
892	0.9583752937	0.1395299889
893	0.9583752937	0.1395274992
894	0.9583447771	0.1395202099
895	0.9583752937	0.1395009282
896	0.9583752937	0.139498662
897	0.9583752937	0.1394974325
898	0.9583752937	0.1394944695
899	0.9583752937	0.1394941531
900	0.9583752937	0.1394926058
901	0.9583752937	0.1394912516
902	0.9583752937	0.1394908404
903	0.9583752937	0.139490833
904	0.9583752937	0.1394814223
905	0.9583752937	0.139478223
906	0.9583752937	0.1394779616
907	0.9583142604	0.1394646146
908	0.9583142604	0.1394646073
909	0.9583447771	0.1394128125
910	0.958436327	0.1394027054
911	0.9584668437	0.1393912637
912	0.958436327	0.1393608455
913	0.958436327	0.1393540584
914	0.958436327	0.1393540315
915	0.958436327	0.1393493019
916	0.958436327	0.1393492039
917	0.958436327	0.1393377758
918	0.958436327	0.1393313125
919	0.9584058104	0.1393200471
920	0.9584058104	0.1393198363
921	0.958436327	0.1392652544
922	0.9584058104	0.1392524448
923	0.9584058104	0.1392523503
924	0.9584058104	0.1392463401
925	0.9584058104	0.1392398725
926	0.9584058104	0.1392392582
927	0.9584058104	0.1392353374
928	0.958436327	0.1391989947
929	0.958436327	0.139198467
930	0.9584668437	0.139172839
931	0.9584668437	0.1391728311
932	0.958436327	0.1391705571
933	0.958436327	0.139167043
934	0.958436327	0.1391670038
935	0.9584058104	0.1391558209
936	0.9583752937	0.1391506293
937	0.9583752937	0.1391498444
938	0.9584668437	0.1391311748
939	0.9584973603	0.1391274919
940	0.9584973603	0.1391263303
941	0.9584973603	0.1391046415
942	0.9584973603	0.1390905682
943	0.9585583936	0.1390825391
944	0.9585583936	0.1390786491
945	0.9585583936	0.1390786164
946	0.9585583936	0.1390661936
947	0.9585583936	0.1390531808
948	0.9586194269	0.1390112438
949	0.9586194269	0.1390111302
950	0.9585889103	0.1390105187
951	0.9585889103	0.1390100686
952	0.9585889103	0.1390098594
953	0.9585583936	0.1389997186
954	0.9585583936	0.1389996147
955	0.9585583936	0.1389993858
956	0.9585583936	0.1389932553
957	0.958527877	0.1389508091
958	0.958527877	0.138950037
959	0.958527877	0.1389500304
960	0.9586194269	0.138923112
961	0.9586194269	0.1389216358
962	0.9586499435	0.1389085309
963	0.9586499435	0.1389078728
964	0.9586499435	0.1389077948
965	0.9585583936	0.1389029374
966	0.9585583936	0.1389018777
967	0.9585889103	0.1388938137
968	0.9587109768	0.1388856958
969	0.9587109768	0.1388841194
970	0.9586804602	0.138883454
971	0.9586499435	0.1388743363
972	0.9587109768	0.1388447737
973	0.9587414935	0.1388236123
974	0.9587414935	0.1388236062
975	0.9587414935	0.1388234709
976	0.9587414935	0.1388210653
977	0.9587414935	0.138814599
978	0.9587720101	0.1387920025
979	0.9587720101	0.1387919809
980	0.9587720101	0.1387919298
981	0.9587414935	0.1387891106
982	0.9587414935	0.1387889895
983	0.9587414935	0.138788586
984	0.9587720101	0.1387825914
985	0.9588025268	0.1387718111
986	0.9588025268	0.13877173
987	0.9588025268	0.1387714326
988	0.9588330434	0.1387683995
989	0.9587720101	0.1387602176
990	0.9588025268	0.1387587377
991	0.9588025268	0.1387531688
992	0.9588025268	0.1387531253
993	0.9588025268	0.1387522043
994	0.9588025268	0.1387521703
995	0.9588025268	0.1387428419
996	0.9588330434	0.1387140963
997	0.9588330434	0.1387056577
998	0.9588940767	0.1386952703
999	0.9588940767	0.1386946488
